0.00027344,0.21147,-0.061636,0.0072902,5.31E-05,0.2731,2666.0997,18.5825,509.6815,-0.00061331,9.13E-05,0.00078967,0,79.762,55.9863,0.0013342,-0.52162,52608731.53,4.49E+183,246429.9588,34.3424,43.0267,0.071184,181.1166,229.2866,124.8105,0.21147,719,1122,1439,1268,70,6.8,-0.050515,0.0031606,-0.15492,0.13525,0.11898,0.040739,0.085925,0.14956,0.17276,0.23066,human
0.00025729,0.19244,-0.045344,0.0065805,4.33E-05,0.23779,2557.589,21.6686,614.5276,-0.00053277,8.36E-05,0.00071065,0,55.4242,56.6587,0.001236,-0.47732,3271766551,4.50E+183,250514.8159,32.0182,40.7356,0.07297,201.5878,186.3592,124.8074,0.19244,749,1208,1499,1243,53,6.9,0.020983,0.14507,-0.26765,0.11426,0.10552,0.033785,0.073896,0.13329,0.15141,0.19956,human
0.00025203,0.19086,-0.043958,0.006442,4.15E-05,0.23482,2555.9984,21.9058,624.9363,-0.00045562,6.43E-05,0.00061759,0,54.5415,56.7916,0.0013384,-0.46969,4230050.249,4.47E+183,255105.7582,31.8527,40.5847,0.072445,201.91,180.9439,124.8105,0.19086,792,1276,1585,1241,50,7.3,0.0006877,0.12793,-0.21,0.11699,0.1053,0.033891,0.073675,0.13206,0.15048,0.19884,human
0.00024713,0.18632,-0.043753,0.0062977,3.97E-05,0.23007,2548.3709,21.8954,623.2845,-0.00049384,7.58E-05,0.00065651,0,51.2472,57.2112,0.0012049,-0.45997,51356109.13,5.26E+183,253781.0235,31.8082,40.5094,0.067852,196.0617,177.772,124.819,0.18632,779,1290,1559,1256,39,8.2,-0.010552,0.097146,-0.2689,0.11163,0.10092,0.032458,0.071496,0.12788,0.14588,0.19314,human
0.00025317,0.19593,-0.046894,0.0066102,4.37E-05,0.24283,2610.9442,20.5235,576.1538,-0.00058651,9.27E-05,0.00075818,0,49.7115,55.914,0.00132,-0.46484,9680800.611,3.81E+183,248145.6333,32.717,41.4619,0.07676,193.3686,192.1081,124.7695,0.19593,718,1150,1437,1264,49,6.8,0.019382,0.12732,-0.22028,0.115,0.10259,0.034152,0.070423,0.1362,0.14941,0.18998,human
0.00026627,0.20763,-0.048157,0.0068057,4.63E-05,0.25579,2555.9642,22.3123,641.3882,-0.00046239,6.95E-05,0.00062872,0,55.0797,57.3409,0.001163,-0.48515,577887.139,5.41E+183,255132.4152,31.4768,39.9433,0.071721,209.5179,192.6936,124.8325,0.20763,764,1258,1529,1264,30,9.5,-0.0022165,0.1575,-0.26328,0.11573,0.1053,0.033899,0.074128,0.13489,0.15254,0.20021,human
0.00026399,0.20613,-0.049159,0.0067677,4.58E-05,0.25529,2563.5826,21.6821,618.6283,-0.00054618,8.78E-05,0.00071922,0,62.9177,57.063,0.0012951,-0.49815,3142237.675,4.52E+183,250615.3777,32.1896,41.1185,0.073414,211.347,187.8302,124.8183,0.20613,788,1326,1577,1224,45,9.2,0.018038,0.11811,-0.28281,0.12387,0.11143,0.036133,0.079552,0.1409,0.1615,0.21471,human
0.00025318,0.18939,-0.046635,0.0063965,4.09E-05,0.23603,2526.5299,21.9963,628.2463,-0.00046586,9.89E-05,0.0006327,0,53.2141,57.181,0.0012404,-0.47365,1629799.197,4.46E+183,254670.6172,31.4481,39.9657,0.068156,198.645,180.478,124.8351,0.18939,766,1302,1533,1234,25,9.4,0.049742,0.11119,-0.26576,0.11451,0.10344,0.032648,0.072452,0.1304,0.14824,0.19567,human
0.000254,0.19175,-0.043715,0.0064124,4.11E-05,0.23546,2524.6293,22.0071,627.6515,-0.00053167,8.89E-05,0.00068452,0,50.7106,57.0509,0.0011863,-0.47156,2085147.349,4.49E+183,252138.415,32.0007,40.7674,0.067763,198.484,181.4642,124.7771,0.19175,753,1236,1507,1262,50,8.6,-0.040272,0.10808,-0.27132,0.10978,0.10167,0.032943,0.071546,0.12967,0.14694,0.19308,human
0.00025637,0.19252,-0.045505,0.0065534,4.29E-05,0.23803,2556.2071,21.7703,618.652,-0.00051438,9.95E-05,0.00068312,0,54.5732,57.0459,0.0012728,-0.47667,11675143.39,4.50E+183,251647.076,32.0797,40.8616,0.068923,203.4244,184.8607,124.813,0.19252,771,1256,1543,1252,37,9.5,-0.0175,0.080641,-0.19308,0.11371,0.10589,0.033851,0.073827,0.13297,0.15116,0.19941,human
0.00026936,0.21705,-0.083564,0.007541,5.69E-05,0.30061,2799.6147,17.1548,480.5675,-0.00058293,7.46E-05,0.00076146,0,90.025,56.0969,0.0013365,-0.50519,628090.1517,5.33E+183,248171.4195,35.9034,44.4349,0.078457,159.2921,258.3634,124.8652,0.21705,734,1180,1469,1242,61,8.3,-0.042497,0.11916,-0.39643,0.12319,0.11917,0.037097,0.082392,0.14512,0.16695,0.22291,human
0.0002496,0.19088,-0.044396,0.006386,4.08E-05,0.23528,2558.4849,21.3767,603.3688,-0.00052341,7.14E-05,0.00070284,0,56.0153,56.6187,0.0013049,-0.4703,4214836.553,5.26E+183,252051.7218,32.7498,41.7134,0.070378,189.5189,183.0933,124.8358,0.19088,766,1226,1533,1276,54,7.8,-0.018231,0.094688,-0.3765,0.11396,0.10402,0.03357,0.073833,0.13082,0.15,0.1994,human
0.00024432,0.18389,-0.043321,0.0062128,3.86E-05,0.22721,2542.936,21.8446,621.8376,-0.00049493,8.80E-05,0.00067365,0,48.7365,57.0171,0.0012198,-0.45313,67999765.54,5.29E+183,254257.539,31.9281,40.6413,0.067256,190.8556,176.4406,124.8262,0.18389,765,1244,1531,1239,48,8,0.055432,0.15328,-0.2221,0.10788,0.097689,0.031659,0.069297,0.12474,0.14182,0.18711,human
0.00024393,0.18451,-0.044673,0.0062591,3.92E-05,0.22919,2565.9918,21.7715,620.3327,-0.00049184,9.17E-05,0.000632,0,50.3353,57.1011,0.0012796,-0.45395,1164179.51,4.41E+183,253617.4667,32.0417,40.7041,0.069797,189.3173,179.3225,124.7999,0.18451,765,1252,1531,1278,40,9.7,-0.0014036,0.079845,-0.18098,0.10985,0.10028,0.031861,0.070512,0.12689,0.14429,0.19048,human
0.00024241,0.18261,-0.043931,0.0062036,3.85E-05,0.22654,2559.162,21.6459,613.9419,-0.00049335,7.46E-05,0.00063676,0,48.0897,56.86,0.0012597,-0.44771,86786663.68,4.43E+183,254063.6559,31.6534,40.338,0.070217,194.9853,173.7005,124.8279,0.18261,754,1230,1509,1270,48,8.3,0.013671,0.12365,-0.19543,0.11018,0.099456,0.031983,0.069695,0.12575,0.14273,0.18798,human
0.00024147,0.18282,-0.043141,0.0062546,3.91E-05,0.22596,2590.2704,21.4881,608.373,-0.00051507,8.57E-05,0.00069598,0,49.4005,56.7593,0.0012596,-0.44605,4801360.813,6.26E+183,251766.9776,32.4022,41.2729,0.066339,190.8026,178.4494,124.8701,0.18282,763,1268,1527,1228,49,8,0.037937,0.10633,-0.31288,0.11056,0.098149,0.031411,0.070163,0.12246,0.14149,0.18963,human
0.00023415,0.17956,-0.042891,0.0059473,3.54E-05,0.22245,2539.9752,21.7959,620.4267,-0.00047207,6.39E-05,0.00062979,0,48.098,57.0645,0.0012988,-0.44357,10052102.62,5.12E+183,255673.4323,32.0673,40.7343,0.065114,180.6797,171.8003,124.8622,0.17956,775,1302,1551,1254,47,7.3,-0.0080091,0.14664,-0.271,0.10917,0.098839,0.031318,0.069513,0.12279,0.14093,0.18767,human
0.00022143,0.16618,-0.038006,0.0055744,3.11E-05,0.20419,2517.4128,21.404,604.8339,-0.00057524,7.55E-05,0.00072489,0,41.4453,56.8391,0.0012759,-0.42183,2491776.671,5.11E+183,249408.153,33.1152,42.4043,0.061886,173.2575,159.0122,124.8401,0.16618,765,1234,1531,1272,71,7.8,-0.0025326,0.11386,-0.27969,0.098179,0.090212,0.029351,0.064276,0.11393,0.13054,0.17342,human
0.00022272,0.16969,-0.039159,0.0056781,3.22E-05,0.20885,2549.3865,21.4188,606.8794,-0.0005428,7.86E-05,0.00069705,0,38.7951,56.9636,0.0013351,-0.41248,2762335.973,5.18E+183,251626.8077,32.8823,41.9754,0.060172,173.8157,163.2781,124.8536,0.16969,765,1232,1531,1256,72,7,0.0029688,0.11844,-0.19224,0.10024,0.087234,0.027594,0.061103,0.11106,0.12561,0.16504,human
0.00021396,0.17138,-0.03912,0.0053266,2.84E-05,0.2105,2489.5897,22.071,645.4062,-0.00050493,8.21E-05,0.00067842,0,43.2538,56.9697,0.0011888,-0.42625,17951926.94,4.21E+183,252886.2987,33.9508,43.4281,0.053192,158.2163,156.79,124.8469,0.17138,768,1248,1537,1245,50,9.6,-0.020255,0.088864,-0.23787,0.099992,0.092519,0.029424,0.065638,0.1143,0.13221,0.17737,human
0.00029784,0.30237,-0.069012,0.0084056,7.07E-05,0.37138,2822.1919,24.0764,782.9993,-0.00061323,7.38E-05,0.00079026,0,135.6163,56.1372,0.0011659,-0.58563,16500896.92,5.21E+183,246740.8858,37.1908,47.3127,0.074038,222.7327,260.8039,124.8492,0.30237,757,1190,1515,1267,70,5,-0.007985,0.20123,-0.39603,0.17626,0.16176,0.050256,0.11613,0.19175,0.22807,0.31442,human
