@relation robocall-oneshot

@attribute smean numeric
@attribute smax numeric
@attribute smin numeric	
@attribute sstandard_deviation numeric
@attribute svariance numeric	
@attribute srange numeric
@attribute sCV numeric 
@attribute sskewness numeric	
@attribute skurtosis numeric
@attribute squantile25 numeric
@attribute squantile50 numeric
@attribute squantile75 numeric
@attribute smeanCrossingRate numeric
@attribute sPower numeric
@attribute sEntropy numeric	
@attribute sfrequency_ratio numeric
@attribute irrk numeric
@attribute irrj numeric 
@attribute sharpness numeric
@attribute smoothness numeric
@attribute specCentroid numeric
@attribute specStdDev numeric
@attribute specCrest numeric
@attribute specSkewness numeric
@attribute specKurt numeric
@attribute maxFreq numeric
@attribute maxMgx numeric
@attribute numPeaks numeric
@attribute zeroCrossingRate numeric
@attribute slopeChanges numeric
@attribute numInflectionPoints numeric
@attribute totalPeak numeric
@attribute silentTime numeric
@attribute d1 numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute class {robo,human}

@data
0.0005061,0.40772,-0.096837,0.013896,0.0001931,0.50455,2745.6963,21.8964,623.3426,-0.00057569,0.000159,0.00090458,0,246.9101,56.6358,0.0011848,-0.88032,2610962.764,1.908545343736783e+183,240707.7095,33.0576,42.4466,0.14341,447.1608,341.9668,124.5309,0.40772,775,1276,1551,1262,50,8.4,0.15491,0.25309,-0.62014,0.21823,0.2319,0.079502,0.15551,0.27533,0.31756,0.42165,human
0.00050271,0.40409,-0.095003,0.013727,0.00018842,0.49909,2730.4907,22.0255,628.2351,-0.00045825,0.000146,0.00072512,0,243.7308,56.8146,0.0011947,-0.8764,490694.8926,2.25898668986557e+183,247200.8626,33.388,43.1887,0.13398,468.0455,330.6165,124.5413,0.40409,808,1332,1617,1264,32,9.4,-0.079798,0.18179,-0.54473,0.22139,0.23939,0.082557,0.15452,0.28512,0.32221,0.41881,human
0.00050465,0.4041,-0.096038,0.013991,0.00019575,0.50014,2772.4722,20.9803,588.1151,-0.00076696,0.0001526,0.001072,0,248.8934,55.8422,0.0012472,-0.88044,1969498926.5612,2.249059316619562e+183,233495.505,34.0515,43.2391,0.13881,390.7248,372.2454,124.5202,0.4041,732,1202,1465,1237,75,5.1,-0.0046072,0.26589,-0.57647,0.23545,0.2415,0.081456,0.15399,0.28462,0.32137,0.41756,human
0.00050279,0.40406,-0.095153,0.013951,0.00019464,0.49921,2774.7453,21.1247,594.2995,-0.00079025,0.00010922,0.0010321,0,245.6564,56.0896,0.0011765,-0.87471,28748976.5781,2.259898517460725e+183,234198.8878,33.65,42.5976,0.13771,381.5886,373.4825,124.5517,0.40406,716,1224,1433,1271,73,9,-0.019217,0.19546,-0.51371,0.22743,0.23705,0.081787,0.15375,0.28436,0.32101,0.41694,human
0.00050372,0.40545,-0.094982,0.014361,0.00020623,0.50043,2850.9558,19.4606,533.4109,-0.00081073,0.0001336,0.0011041,0,244.1509,55.9671,0.0010854,-0.87785,2100725.5104,2.252329109508096e+183,232572.7478,37.0574,46.615,0.12569,333.2568,427.8495,124.5489,0.40545,747,1248,1495,1265,67,5.8,0.0077282,0.18524,-0.43847,0.23434,0.23563,0.083084,0.15459,0.28543,0.32243,0.41896,human
0.00050172,0.40437,-0.10213,0.013926,0.00019395,0.5065,2775.7461,20.9102,585.8591,-0.00058131,0.00015531,0.00088548,0,244.0152,56.5665,0.0011627,-0.87362,19412644.4494,2.274899731931143e+183,240902.5175,32.9823,41.797,0.14088,398.183,364.0052,124.5705,0.40437,752,1246,1505,1247,47,7.3,0.06691,0.10695,-0.65956,0.22347,0.23713,0.0819,0.15386,0.28463,0.32149,0.41768,human
0.00050377,0.40536,-0.10166,0.014105,0.00019894,0.50702,2799.7789,20.4185,567.2805,-0.00085074,0.00014753,0.0011748,0,245.8557,56.0174,0.0011642,-0.87537,4698922.6608,2.259686048652669e+183,229659.5961,35.6776,45.3406,0.12892,367.1509,388.4768,124.5484,0.40536,742,1256,1485,1270,82,3.2,0.014451,0.33255,-0.55206,0.21638,0.23969,0.079784,0.15305,0.28352,0.31944,0.41473,human
0.00050417,0.40491,-0.14429,0.015257,0.00023278,0.5492,3026.1492,16.4466,431.8125,-0.00052441,0.00014016,0.00081812,0,242.0712,57.0004,0.0010839,-0.88044,7847644.2118,2.266970389697231e+183,243500.1019,36.2864,44.229,0.12831,266.6477,507.8482,124.5334,0.40491,752,1244,1505,1258,43,9.4,0.0055087,-0.015214,-0.74799,0.21174,0.24348,0.081171,0.15441,0.28488,0.32172,0.41813,human
0.00050439,0.40404,-0.094127,0.01383,0.00019126,0.49816,2741.8809,21.667,614.5467,-0.00062467,0.00016744,0.00091544,0,237.8502,56.5339,0.0012125,-0.87938,13386533.0126,1.90216079006542e+183,239478.9456,31.6314,39.8252,0.14683,386.2802,359.3739,124.5306,0.40404,741,1226,1483,1235,57,10,0.01897,0.28731,-0.60765,0.21599,0.22915,0.079387,0.15415,0.2732,0.31508,0.41824,human
0.00051055,0.40231,-0.10759,0.014178,0.00020101,0.5099,2776.9459,20.1682,554.2072,-0.00059078,0.00011156,0.00089372,0,267.8396,55.762,0.0011783,-0.89368,23156651.2834,1.906068243994161e+183,240006.5276,32.6924,41.5792,0.14725,415.6372,357.342,124.5245,0.40231,732,1160,1465,1262,55,8.1,0.084749,0.32968,-0.68501,0.23957,0.23461,0.078964,0.15969,0.28006,0.32338,0.43087,human
