@relation 'robocall-oneshot-weka.filters.unsupervised.attribute.Remove-R7,16,18,29,34'

@attribute smean numeric
@attribute smax numeric
@attribute smin numeric
@attribute sstandard_deviation numeric
@attribute svariance numeric
@attribute srange numeric
@attribute sskewness numeric
@attribute skurtosis numeric
@attribute squantile25 numeric
@attribute squantile50 numeric
@attribute squantile75 numeric
@attribute smeanCrossingRate numeric
@attribute sPower numeric
@attribute sEntropy numeric
@attribute irrk numeric
@attribute sharpness numeric
@attribute smoothness numeric
@attribute specCentroid numeric
@attribute specStdDev numeric
@attribute specCrest numeric
@attribute specSkewness numeric
@attribute specKurt numeric
@attribute maxFreq numeric
@attribute maxMgx numeric
@attribute numPeaks numeric
@attribute slopeChanges numeric
@attribute numInflectionPoints numeric
@attribute totalPeak numeric
@attribute silentTime numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute class {robo,human}

@data
0.00005,0.042843,-0.009994,0.001854,0.000003,0.052837,8.7728,189.2188,-0.000871,-0,0.00089,0,4.1178,56.6753,-0.078079,25900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203963.3449,47.0288,55.4344,0.013027,8.0358,77.7994,105.2645,0.042843,694,1389,1068,84,3.9,0.013564,-0.075066,0.01678,0.021778,0.005669,0.01218,0.018646,0.023738,0.034868,robo
0.000048,0.036918,-0.008219,0.001806,0.000003,0.045137,7.3179,143.3747,-0.000834,0.00002,0.000898,0,3.105,56.7677,-0.068596,32800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203454.0906,46.893,55.2745,0.011724,8.1077,75.2789,105.291,0.036918,687,1375,1040,74,8,0.063339,-0.058689,0.0135,0.017726,0.004495,0.009245,0.014266,0.018137,0.026616,robo
0.000044,0.036884,-0.011268,0.001745,0.000003,0.048152,7.66,154.8531,-0.000844,-0.000011,0.000868,0,3.4499,56.5062,-0.062566,26400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204571.058,47.8229,56.3378,0.010747,7.1023,74.1611,105.2674,0.036884,705,1411,1049,78,4.9,0.065425,-0.067987,0.01342,0.017716,0.00458,0.010042,0.015525,0.019692,0.028951,robo
0.000213,0.42287,-0.42471,0.049,0.002401,0.84758,0.10492,45.5108,-0.000933,0.000021,0.000979,0.012346,5166.0352,55.882,-0.29956,37700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,195366.4905,41.3347,45.631,0.67513,186.3281,709.3789,105.2856,0.42287,660,1320,1048,77,5.4,0.44401,-0.79865,0.2051,0.11475,0.007639,0.075301,0.11696,0.14349,0.21288,robo
0.000092,0.077619,-0.018767,0.002609,0.000007,0.096386,16.7593,458.6169,-0.000756,0.000042,0.000849,0,9.3482,56.7407,-0.1504,29400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206228.1523,40.3624,49.3109,0.020236,28.2918,89.5441,105.2772,0.077619,713,1427,1047,64,8.9,0.086186,-0.13605,0.03206,0.038086,0.009313,0.021813,0.033534,0.042509,0.062408,robo
0.000089,0.071452,-0.016853,0.002564,0.000007,0.088305,15.1711,391.8613,-0.000798,0.000047,0.000875,0,5.5879,56.8905,-0.1279,37500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205413.4229,40.8742,49.7689,0.019573,25.4616,89.8103,105.2718,0.071452,692,1385,1061,74,5.2,0.07448,-0.097138,0.025182,0.029064,0.007582,0.015501,0.023881,0.030346,0.044583,robo
0.000094,0.071798,-0.016667,0.002766,0.000008,0.088466,15.7553,394.9166,-0.00083,-0.00001,0.000875,0,8.4598,57.016,-0.13508,31400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204909.853,39.1999,48.0584,0.0216,31.8642,91.8588,105.2717,0.071798,686,1373,1084,71,5.9,0.056999,-0.13902,0.033733,0.03714,0.009699,0.020528,0.031541,0.040027,0.058807,robo
0.000088,0.069964,-0.016554,0.002608,0.000007,0.086517,16.4099,421.3653,-0.000775,0.000031,0.000823,0,7.6999,56.9482,-0.12819,36700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206750.4871,39.92,48.9027,0.017877,29.3349,88.1187,105.2675,0.069964,714,1429,1061,61,9.3,0.14057,-0.13035,0.028405,0.034398,0.009087,0.019424,0.029927,0.038006,0.055799,robo
0.000085,0.065772,-0.015607,0.002574,0.000007,0.081378,14.9556,373.6408,-0.000794,0.00003,0.000862,0,7.3359,56.7837,-0.12323,30900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205241.0035,40.6985,49.6026,0.017684,26.0761,89.5403,105.2802,0.065772,692,1385,1057,71,7.3,0.00488,-0.11959,0.025054,0.032584,0.008421,0.017988,0.027869,0.035357,0.051964,robo
0.000078,0.063023,-0.01333,0.002344,0.000005,0.076353,14.5374,363.9165,-0.000811,0.000024,0.000874,0,6.8404,56.7481,-0.12238,33700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206182.603,41.7645,50.6534,0.015505,20.9546,84.3875,105.2696,0.063023,706,1413,1053,69,8.7,0.060374,-0.12243,0.024771,0.030644,0.007853,0.017687,0.027211,0.034519,0.050683,robo
0.000078,0.061257,-0.013872,0.002353,0.000006,0.07513,14.2481,352.0651,-0.000809,0.000026,0.000849,0,5.3738,56.8094,-0.11175,30100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206675.9821,41.8754,50.774,0.014464,21.2731,85.0986,105.2727,0.061257,717,1435,1061,65,8.7,-0.001484,-0.097592,0.019224,0.027477,0.006986,0.014637,0.022716,0.028806,0.042361,robo
0.000101,0.39774,-0.40365,0.045431,0.002064,0.80139,-0.055929,47.3985,-0.001135,0.000018,0.001263,0.027527,4447.6984,55.0552,-0.19238,35600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,187562.5327,40.8367,44.154,0.6162,139.4414,584.4825,105.3059,0.39774,584,1169,1055,94,0.9,0.11534,-0.34637,0.038277,0.10459,0.024032,0.055616,0.0821,0.10636,0.15452,human
0.000004,0.017361,-0.010213,0.001414,0.000002,0.027574,0.69135,16.1552,-0.000813,-0.000017,0.000838,0,2.727,56.5439,-0.012467,19600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204330.2687,60.0263,64.9112,0.008181,0.3774,75.0968,105.2871,0.017361,660,1320,1064,85,4.1,0.11273,-0.030059,0.007898,0.007314,0.001082,0.00432,0.006738,0.008535,0.012487,human
-0.000014,0.01849,-0.013676,0.001327,0.000002,0.032166,0.14334,30.8051,-0.000767,-0.000032,0.000776,0.000475,1.5569,56.7791,0.014609,26000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,207802.0333,57.5094,63.688,0.006858,-0.49206,69.3005,105.2711,0.01849,680,1359,1049,61,8.2,0.10859,0.018058,-0.004184,-0.004481,-0.001029,-0.00204,-0.003162,-0.003979,-0.005885,human
-0.000022,0.00497,-0.018869,0.001308,0.000002,0.023839,-2.3284,34.7723,-0.000751,0.000004,0.000736,0,1.9287,56.8032,0.029668,21500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,208165.418,54.8254,61.9481,0.005987,0.16059,65.4241,105.2917,0.00497,719,1437,1052,63,7.5,-0.079846,0.027428,-0.004339,-0.007961,-0.001768,-0.004005,-0.00635,-0.008001,-0.0118,human
-0.000028,0.007506,-0.026121,0.001389,0.000002,0.033627,-4.6303,83.7391,-0.000773,-0.000018,0.000772,0,1.8189,56.7636,0.035145,28200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,208335.718,51.0064,58.6702,0.008539,2.6083,63.9651,105.3025,0.007506,685,1369,1049,63,8.8,0.031453,0.033766,-0.008001,-0.01026,-0.002622,-0.005164,-0.008033,-0.010208,-0.015006,human
-0.000042,0.009203,-0.046669,0.001792,0.000003,0.055872,-9.8844,239.7504,-0.000848,0.000038,0.000799,0,1.9757,56.6265,0.044071,32600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206190.8692,46.2245,54.473,0.010694,8.6091,75.0295,105.3048,0.009203,670,1339,1042,80,5.1,-0.007378,0.042685,-0.01292,-0.013144,-0.004263,-0.00706,-0.010865,-0.013925,-0.020464,human
-0.000055,0.013999,-0.049379,0.002006,0.000004,0.063378,-10.6719,246.1572,-0.000881,-0.000016,0.000818,0,4.863,56.795,0.078028,36400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204833.4545,44.6742,53.3307,0.013204,12.9942,78.9955,105.3227,0.013999,702,1403,1047,80,5.1,0.030969,0.08875,-0.023617,-0.024858,-0.005724,-0.013498,-0.020853,-0.026389,-0.038818,human
-0.000054,0.011803,-0.043989,0.001873,0.000004,0.055792,-10.2558,227.7773,-0.000806,-0.000018,0.00078,0,3.4527,56.5043,0.073588,32500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206869.3334,44.9129,53.7235,0.01115,11.989,73.1091,105.2957,0.011803,705,1409,1051,74,5.5,-0.072898,0.070559,-0.014197,-0.020005,-0.005504,-0.011059,-0.016941,-0.021544,-0.031652,human
-0.000056,0.013045,-0.046183,0.001932,0.000004,0.059228,-11.1739,256.0346,-0.000792,-0.000004,0.00079,0,4.1434,56.6178,0.082106,31200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206975.9502,43.3788,51.8962,0.011275,13.8977,74.3609,105.2964,0.013045,688,1375,1054,74,6.8,0.12193,0.0869,-0.020315,-0.02263,-0.005652,-0.012593,-0.019492,-0.024693,-0.036287,human
-0.000056,0.010263,-0.044298,0.001892,0.000004,0.054561,-10.8073,243.0788,-0.000798,-0.000023,0.00078,0,3.5058,56.7401,0.079128,27300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206442.1135,44.1324,52.8831,0.012876,13.0172,72.7161,105.3018,0.010263,693,1385,1044,71,8.2,-0.10418,0.078494,-0.016487,-0.021282,-0.005632,-0.011699,-0.017959,-0.022803,-0.03351,human
0.000097,0.23885,-0.2967,0.013914,0.000194,0.53555,0.20367,204.135,-0.001138,0.00003,0.001184,0.002381,408.2358,55.1646,-0.15767,12400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,192501.978,51.0097,55.7497,0.084099,26.0092,627.0433,105.0138,0.23885,609,1219,1048,93,1,-0.86343,-0.17563,0.013103,0.048873,0.01121,0.026202,0.04122,0.052224,0.076451,human
0.000059,0.05092,-0.012528,0.002011,0.000004,0.063448,9.8767,232.4472,-0.000838,0.00003,0.000867,0,5.2784,56.1999,-0.096918,33200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204720.9145,44.8178,53.2457,0.013871,12.3624,80.9659,105.2932,0.05092,660,1321,1052,79,5.4,0.07115,-0.098535,0.021247,0.025452,0.005982,0.014563,0.02234,0.028335,0.041594,human
0.000052,0.039711,-0.009924,0.00179,0.000003,0.049636,9.1241,195.7114,-0.000788,0.000034,0.000839,0,3.2538,56.4556,-0.077373,31800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206579.2226,46.1217,54.6197,0.009414,9.1734,73.9815,105.2835,0.039711,698,1397,1045,78,5.8,0.086174,-0.060357,0.013371,0.018437,0.005437,0.010269,0.015725,0.020119,0.029448,human
0.000055,0.042154,-0.009512,0.001882,0.000004,0.051666,10.0684,217.0337,-0.000813,0.00003,0.000889,0,3.5784,56.3675,-0.077349,33900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204984.4633,44.0267,52.7547,0.011083,13.7941,71.9193,105.2904,0.042154,671,1343,1037,72,8.6,0.032897,-0.070887,0.01781,0.020651,0.00544,0.011313,0.017456,0.02215,0.03254,human
0.000054,0.042798,-0.011348,0.001862,0.000003,0.054146,10.5468,234.0518,-0.000835,-0.000007,0.000863,0,3.962,56.5641,-0.079737,27400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205626.3079,44.8467,53.5437,0.011139,12.1141,73.5663,105.2939,0.042798,681,1363,1071,67,8.4,0.055045,-0.075897,0.019488,0.021243,0.005852,0.012072,0.018554,0.023593,0.034658,human
0.00005,0.039189,-0.009379,0.001855,0.000003,0.048567,8.3555,173.2541,-0.000885,0.000041,0.000873,0,3.6317,56.7824,-0.073091,32300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203829.3271,46.3041,54.8436,0.01112,9.4085,76.0875,105.282,0.039189,693,1387,1058,75,5.4,0.052381,-0.071477,0.016718,0.019567,0.00483,0.01104,0.016984,0.021561,0.031673,human
0.000047,0.037937,-0.010718,0.001725,0.000003,0.048655,8.8058,187.8785,-0.0008,0.00002,0.000846,0,3.3929,56.5005,-0.068501,31200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206926.5057,45.3708,53.7763,0.010684,9.5829,69.4788,105.2941,0.037937,664,1329,1053,67,7.9,-0.029116,-0.070911,0.018499,0.018816,0.004414,0.010501,0.016207,0.020519,0.030159,human
0.000044,0.033903,-0.009027,0.001715,0.000003,0.04293,7.299,146.6925,-0.000808,-0.000003,0.00088,0,3.257,56.66,-0.064971,31000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204332.6143,47.8361,56.2402,0.009764,6.6613,72.9894,105.2877,0.033903,708,1417,1043,67,7.7,0.077995,-0.065188,0.015109,0.018019,0.004278,0.009586,0.014753,0.018699,0.027478,human
0.000046,0.038122,-0.01005,0.001802,0.000003,0.048173,7.4714,150.8481,-0.000888,0.000017,0.00088,0,2.934,56.5489,-0.061441,30900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204108.706,46.7065,55.1836,0.011793,8.567,74.7247,105.2954,0.038122,678,1357,1035,77,6.9,-0.056036,-0.061256,0.01557,0.017242,0.003867,0.009167,0.014156,0.017912,0.026369,human
0.000039,0.041031,-0.015514,0.002047,0.000004,0.056546,6.8997,140.6278,-0.000849,0.000039,0.000875,0,6.591,56.5694,-0.061998,24500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204174.8848,49.8218,57.2872,0.014398,5.208,93.7778,105.2942,0.041031,689,1379,1043,73,6.5,0.13513,-0.067478,0.019775,0.021091,0.004612,0.01069,0.016533,0.02093,0.03075,human
0.000109,0.2913,-0.19544,0.012048,0.000145,0.48675,4.3108,245.9638,-0.000861,0.000021,0.000919,0.001424,306.8425,55.99,-0.1726,35000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,200457.4956,50.2303,55.5068,0.067145,18.6482,562.9305,105.2857,0.2913,640,1281,1074,76,4.2,-0.15374,-0.39691,0.078315,0.06517,0.008789,0.033682,0.052807,0.065673,0.09692,human
0.000062,0.052633,-0.01339,0.002028,0.000004,0.066023,11.0598,266.2597,-0.000835,0.000045,0.000811,0,5.2013,56.5734,-0.10135,32100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204894.7016,43.7978,52.36,0.01635,14.1091,78.1446,105.2828,0.052633,682,1365,1057,75,4,0.026279,-0.10179,0.022137,0.026766,0.005717,0.014634,0.022574,0.02848,0.041869,human
0.00005,0.036674,-0.009488,0.001759,0.000003,0.046162,8.2698,170.8953,-0.000792,0.000034,0.000847,0,3.2968,56.7253,-0.073235,28100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205668.2833,45.6837,54.2218,0.011667,9.5621,70.9683,105.2854,0.036674,674,1349,1058,69,10,0.075479,-0.065625,0.01683,0.018746,0.005043,0.010249,0.015725,0.020006,0.029389,human
0.000046,0.037737,-0.008596,0.001718,0.000003,0.046332,7.6161,156.8357,-0.000825,0.000009,0.000869,0,3.58,56.8933,-0.073615,31100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204959.1025,47.5814,55.9543,0.010408,7.0098,73.0117,105.2916,0.037737,687,1375,1046,76,4.9,0.024732,-0.071095,0.013285,0.018235,0.004713,0.010718,0.016439,0.020866,0.03063,human
0.000038,0.029014,-0.007448,0.001604,0.000003,0.036462,4.556,79.4361,-0.000853,0.00005,0.000887,0,2.9198,56.535,-0.06012,30100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204004.5472,48.9302,56.8266,0.012303,5.0592,70.614,105.2802,0.029014,671,1343,1063,79,6.4,0.011221,-0.059661,0.011936,0.013576,0.003632,0.008413,0.012881,0.016315,0.023967,human
0.000037,0.031154,-0.007541,0.001521,0.000002,0.038695,5.959,114.656,-0.000784,0.000031,0.000808,0,2.2613,56.6197,-0.051879,30800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206963.0208,49.3331,57.4556,0.009088,4.6991,67.3395,105.2841,0.031154,698,1397,1038,72,7,0.034407,-0.037402,0.009081,0.012376,0.003804,0.006751,0.010412,0.013313,0.019529,human
0.00004,0.030742,-0.009515,0.001671,0.000003,0.040257,5.6335,105.7535,-0.000821,0.00003,0.000897,0,2.834,56.6112,-0.058187,26400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204243.9096,49.7705,57.7845,0.008859,4.0325,75.6207,105.2879,0.030742,701,1403,1046,88,2.2,0.03937,-0.05812,0.009529,0.015675,0.003894,0.008468,0.013099,0.016622,0.024429,human
0.000037,0.027542,-0.007479,0.001537,0.000002,0.035021,5.4091,97.1031,-0.000823,-0.000015,0.000838,0,2.6992,56.4184,-0.056212,24700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205515.1755,48.5639,56.5442,0.009756,5.0443,67.5664,105.2763,0.027542,665,1331,1053,67,7.4,0.057483,-0.051806,0.012219,0.013721,0.004064,0.008029,0.012294,0.015652,0.022976,human
0.000039,0.032276,-0.007369,0.001621,0.000003,0.039645,6.1302,115.9077,-0.000776,-0.000011,0.000871,0,2.4798,56.6946,-0.052268,36800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206682.2349,48.0921,56.0831,0.009505,5.4706,70.9632,105.312,0.032276,676,1353,1063,70,8.6,0.0873,-0.056712,0.013789,0.014444,0.003769,0.007668,0.011859,0.015054,0.022136,human
0.000031,0.034076,-0.008437,0.001582,0.000003,0.042514,5.1667,108.9642,-0.000858,0.000021,0.000866,0,3.0298,56.4721,-0.052723,22800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204317.64,50.9362,58.4048,0.010084,3.0071,74.5714,105.3228,0.034076,678,1357,1031,71,9,0.010453,-0.067841,0.016198,0.015618,0.003626,0.009419,0.014465,0.0183,0.026871,human
0.000072,0.054605,-0.013475,0.002279,0.000005,0.06808,12.7538,301.7867,-0.000832,0.000018,0.000874,0,5.7147,56.3144,-0.10605,29100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204527.0344,41.6839,50.4461,0.016522,20.807,82.0769,105.3008,0.054605,678,1357,1045,73,4.7,0.038945,-0.10662,0.025329,0.028485,0.007744,0.016133,0.024689,0.031405,0.046108,human
0.000066,0.049545,-0.012278,0.002166,0.000005,0.061823,11.3636,259.3248,-0.000867,0.000025,0.00091,0,5.2462,56.3528,-0.095379,34000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203424.6522,42.9381,51.7473,0.014556,17.7898,80.4382,105.2742,0.049545,670,1341,1046,77,6.1,-0.005963,-0.091969,0.019092,0.024813,0.006481,0.014009,0.021587,0.027372,0.040218,human
0.000056,0.047709,-0.011393,0.001958,0.000004,0.059102,9.3211,212.0331,-0.000863,0.000051,0.000912,0,4.8571,56.5437,-0.087693,32600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203503.5757,45.8302,54.3942,0.012628,10.7727,79.2249,105.2793,0.047709,698,1397,1035,80,6.3,0.042136,-0.090052,0.021342,0.024288,0.005838,0.013652,0.02094,0.026501,0.038915,human
0.000049,0.037139,-0.011769,0.001838,0.000003,0.048908,6.8865,136.2788,-0.000848,-0.000003,0.000871,0,3.1383,56.353,-0.070457,28000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203653.4797,46.8527,55.0603,0.011484,8.1327,77.4666,105.2821,0.037139,678,1357,1069,77,6.5,0.044131,-0.067234,0.013879,0.017261,0.004061,0.008653,0.013573,0.017106,0.02519,human
0.000048,0.034973,-0.009787,0.001727,0.000003,0.04476,7.4541,147.879,-0.000796,0.000022,0.000855,0,3.5214,56.4531,-0.07565,26700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206113.424,45.6522,54.1164,0.011086,9.6473,69.4056,105.2667,0.034973,682,1365,1032,73,6.6,0.030224,-0.077328,0.016926,0.019461,0.004758,0.010809,0.016461,0.020849,0.030655,human
0.000048,0.036128,-0.00811,0.001814,0.000003,0.044238,7.1668,139.7894,-0.000869,0.000032,0.000912,0,3.3841,56.5846,-0.067948,32500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203412.9722,47.5996,55.9612,0.011454,7.4762,77.1771,105.2879,0.036128,680,1361,1050,74,6.9,0.088377,-0.057703,0.017237,0.017118,0.00462,0.009294,0.014492,0.018388,0.027013,human
0.000049,0.038267,-0.009863,0.001838,0.000003,0.048131,7.9081,159.6055,-0.000888,0.000011,0.000914,0,3.6841,56.6495,-0.07186,32700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203337.3077,46.0689,54.4921,0.012702,9.6115,75.5993,105.3033,0.038267,677,1355,1038,75,8.1,0.020618,-0.068347,0.015831,0.017819,0.004532,0.010508,0.016235,0.02051,0.030177,human
0.000046,0.036053,-0.009246,0.001758,0.000003,0.045299,6.3916,122.4152,-0.000816,0.000023,0.000865,0,3.8872,56.7247,-0.071774,26200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204396.114,47.3559,55.5982,0.011894,7.1222,74.8241,105.2644,0.036053,672,1345,1062,78,5.1,0.122,-0.065212,0.016144,0.019936,0.005188,0.01108,0.016873,0.021448,0.031472,human
0.000044,0.035422,-0.009629,0.001696,0.000003,0.045051,6.6424,130.3092,-0.00085,0.000016,0.000882,0,2.584,56.6767,-0.063225,32200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204678.3689,47.9671,56.2595,0.011726,6.4545,72.8873,105.2725,0.035422,683,1367,1063,78,4.4,-0.022513,-0.050068,0.014801,0.015603,0.00418,0.008438,0.012857,0.016389,0.024057,human
0.000043,0.035761,-0.008756,0.001679,0.000003,0.044517,6.8551,137.406,-0.000868,0.000049,0.000872,0,3.2069,56.8952,-0.06634,29400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204853.0316,48.5896,56.9475,0.008711,5.6718,72.9551,105.3047,0.035761,692,1385,1031,76,6,0.02926,-0.063096,0.015675,0.018513,0.004505,0.010233,0.015652,0.019861,0.029155,human
0.000055,0.33648,-0.36843,0.02171,0.000471,0.70491,-2.1414,182.2323,-0.000927,0.000038,0.001008,0.006651,1010.8452,55.9684,-0.068788,28600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,197388.991,50.5461,54.6675,0.13015,65.1686,808.2516,105.2894,0.33648,656,1313,1056,77,6.5,-0.14248,0.005482,0.081676,0.005166,-0.018884,-0.006902,-0.006243,-0.01115,-0.014154,human
0.000044,0.044605,-0.010093,0.001775,0.000003,0.054698,8.8205,209.0731,-0.000816,0.000039,0.000878,0.000475,4.2839,56.6799,-0.070101,28300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204492.2485,46.8453,55.2228,0.010917,8.2662,73.5977,105.2718,0.044605,681,1363,1061,76,4.6,0.031121,-0.085034,0.019493,0.021137,0.004645,0.012591,0.019321,0.02444,0.035891,human
0.000032,0.024428,-0.007302,0.001469,0.000002,0.031731,3.569,57.1619,-0.000809,-0.000015,0.000828,0,2.4845,56.5667,-0.048455,28600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205455.6927,50.0682,57.8954,0.009132,3.7294,66.7354,105.2828,0.024428,689,1379,1068,68,6.5,0.04879,-0.052808,0.015569,0.01263,0.002847,0.007211,0.011035,0.013923,0.020496,human
0.00002,0.023103,-0.004519,0.001397,0.000002,0.027622,2.3919,40.3367,-0.000828,0.000014,0.000847,0,2.3918,56.4993,-0.034803,18200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205255.6955,54.5038,61.188,0.007921,0.68219,70.1297,105.286,0.023103,685,1371,1043,66,7.2,-0.014872,-0.042115,0.007914,0.010796,0.002631,0.006239,0.009611,0.012201,0.017891,human
0.000011,0.009344,-0.005016,0.001228,0.000002,0.01436,0.28653,4.9002,-0.000773,-0.000007,0.000777,0,1.3981,56.7929,-0.017038,22600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,207261.1362,59.3024,64.9461,0.006174,-0.52053,65.3006,105.2845,0.009344,689,1379,1056,59,8.9,0.056441,-0.018733,0.003005,0.004522,0.000974,0.002554,0.003899,0.004914,0.007236,human
0.000008,0.006069,-0.004099,0.001127,0.000001,0.010168,0.071773,3.4146,-0.000747,0.000016,0.000752,0,1.4014,56.8066,-0.013156,22800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,208385.913,60.9329,66.1062,0.005501,-0.40563,60.7544,105.2949,0.006069,697,1395,1057,65,8.6,-0.048315,-0.011591,0.000802,0.002219,0.00068,0.001727,0.002586,0.003292,0.004833,human
0.000005,0.004966,-0.004534,0.001303,0.000002,0.009501,-0.053054,3.2164,-0.000856,-0.000005,0.000907,0,1.7397,56.8445,-0.007676,19600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204098.6506,63.0538,67.7218,0.006568,-0.45209,70.9568,105.2547,0.004966,701,1403,1078,66,7.1,-0.005153,-0.01148,0.000605,0.001824,-0.000026,0.00078,0.0013,0.001562,0.002324,human
