@relation 'robocall-oneshot-weka.filters.unsupervised.attribute.Remove-R7,16,18,29,34'

@attribute smean numeric
@attribute smax numeric
@attribute smin numeric
@attribute sstandard_deviation numeric
@attribute svariance numeric
@attribute srange numeric
@attribute sskewness numeric
@attribute skurtosis numeric
@attribute squantile25 numeric
@attribute squantile50 numeric
@attribute squantile75 numeric
@attribute smeanCrossingRate numeric
@attribute sPower numeric
@attribute sEntropy numeric
@attribute irrk numeric
@attribute sharpness numeric
@attribute smoothness numeric
@attribute specCentroid numeric
@attribute specStdDev numeric
@attribute specCrest numeric
@attribute specSkewness numeric
@attribute specKurt numeric
@attribute maxFreq numeric
@attribute maxMgx numeric
@attribute numPeaks numeric
@attribute slopeChanges numeric
@attribute numInflectionPoints numeric
@attribute totalPeak numeric
@attribute silentTime numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute class {robo,human}

@data
0.000213,0.40807,-0.41261,0.045902,0.002107,0.82069,0.24774,51.5111,-0.001103,-0.000008,0.001076,0.009976,4536.4948,55.7378,-0.31804,25900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,193177.3457,38.902,42.7191,0.63919,154.8098,637.8413,105.2852,0.40807,644,1288,1057,93,2,-0.004632,-1.4151,0.27031,0.11627,-0.10774,0.024763,0.060671,0.053047,0.092874,robo
0.000034,0.030723,-0.007131,0.001594,0.000003,0.037854,4.7783,87.1327,-0.000862,0.000042,0.0009,0,3.0598,56.5708,-0.051081,29100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204721.2644,49.4202,57.1187,0.010756,4.1415,71.6438,105.3016,0.030723,672,1345,1054,79,3.1,0.008068,-0.056042,0.011673,0.015338,0.003242,0.008047,0.012634,0.015976,0.023477,robo
0.000027,0.023262,-0.006682,0.001465,0.000002,0.029944,2.813,43.6873,-0.000845,-0.000017,0.00089,0,2.375,56.6919,-0.041633,27700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204684.7757,52.6391,59.98,0.008075,1.612,70.9789,105.2822,0.023262,673,1347,1070,81,4.3,0.038485,-0.044423,0.014058,0.011842,0.002791,0.006523,0.010022,0.012675,0.018629,robo
0.000019,0.018119,-0.006039,0.001296,0.000002,0.024158,1.4135,21.9183,-0.000798,0.000017,0.000807,0,1.9741,56.8726,-0.033457,23900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206084.27,55.6328,62.2515,0.005939,0.26835,66.3611,105.2903,0.018119,690,1381,1064,74,7.3,-0.05219,-0.042559,0.006779,0.008418,0.001448,0.004841,0.007432,0.009281,0.013691,robo
0.000015,0.013554,-0.006118,0.001337,0.000002,0.019672,0.73437,9.5948,-0.000846,-0.000025,0.000857,0,1.8678,56.8066,-0.017171,27000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204596.1638,55.6849,62.2458,0.007791,0.3879,67.5752,105.2913,0.013554,684,1369,1072,81,6.1,0.01475,-0.014189,0.004108,0.00621,0.001395,0.003034,0.004715,0.005953,0.008764,robo
0.000007,0.015438,-0.005415,0.001349,0.000002,0.020853,0.73932,11.0878,-0.000875,-0.000013,0.000865,0,2.204,56.8908,-0.014254,18000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203975.9808,60.3428,65.6294,0.006307,-0.45892,72.7647,105.2796,0.015438,692,1384,1047,80,5,-0.000756,-0.032387,0.00952,0.006805,0.000875,0.004019,0.00621,0.007801,0.011476,robo
-0.000004,0.003419,-0.00608,0.001227,0.000002,0.009498,-0.15715,3.1969,-0.000811,0.000028,0.000833,0,1.5502,56.6117,0.003605,17200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206468.4211,61.5156,66.2714,0.005875,-0.014392,65.3047,105.2934,0.003419,683,1365,1038,74,8.8,-0.018096,-0.002417,0.004372,-0.001109,-0.00031,-0.000463,-0.000829,-0.00106,-0.001559,robo
-0.000003,0.004225,-0.004577,0.001209,0.000001,0.008802,0.00477,2.9797,-0.000811,-0.000007,0.000838,0,1.4872,56.829,0.003983,18200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206072.6003,62.3222,67.0307,0.005834,-0.45381,65.776,105.3017,0.004225,692,1384,1060,78,8.2,0.049488,0.012988,-0.003316,-0.001827,0.00017,-0.001281,-0.001789,-0.002175,-0.003271,robo
0.000024,0.3211,-0.31787,0.030767,0.000947,0.63897,0.041985,71.9411,-0.001011,0.000025,0.001022,0.008072,2037.8772,56.0762,-0.047946,26400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,194792.8326,49.7755,53.7264,0.27046,92.6037,892.4181,105.2867,0.3211,617,1234,1043,92,0.7,1.4743,0.48214,-0.22393,0.021074,0.051652,0.019794,0.04116,0.062879,0.087446,robo
-0.000008,0.004086,-0.017983,0.00132,0.000002,0.022069,-1.2079,19.0429,-0.000821,0.000014,0.000851,0,1.9614,56.6897,0.01946,17200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205746.1013,59.4895,64.9262,0.007579,-0.33578,70.024,105.2708,0.004086,690,1380,1058,86,2.2,-0.015326,0.030197,-0.008139,-0.007809,-0.00168,-0.005131,-0.007802,-0.009886,-0.01448,robo
-0.000004,0.004366,-0.006332,0.001212,0.000001,0.010698,-0.017621,3.4761,-0.000817,-0.000032,0.00082,0,1.6129,56.7585,0.004518,23200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206694.0365,63.2968,67.6225,0.005812,-0.052301,67.0593,105.2904,0.004366,690,1380,1048,77,6.1,0.000922,-0.001273,0.001841,0.001356,0.000022,0.001094,0.001473,0.001863,0.002758,robo
-0.000014,0.004221,-0.014378,0.001263,0.000002,0.0186,-0.8671,11.1362,-0.000787,0.000011,0.000801,0,1.6414,56.6883,0.019118,23700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206710.6675,59.2739,65.1299,0.006007,-0.68752,67.1882,105.2859,0.004221,696,1391,1036,73,8,-0.021054,0.012016,-0.001107,-0.002905,-0.0012,-0.001708,-0.002648,-0.003419,-0.005002,robo
-0.000016,0.003686,-0.013669,0.001226,0.000002,0.017354,-0.92957,12.4154,-0.000801,0.000015,0.000754,0,1.5876,57.061,0.024264,23400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,207590.4548,58.4833,64.7721,0.005197,-0.75228,63.463,105.2841,0.003686,707,1413,1030,64,8.9,-0.009719,0.024411,-0.006177,-0.004734,-0.001386,-0.003263,-0.005072,-0.006443,-0.009463,robo
-0.000024,0.007685,-0.023738,0.001358,0.000002,0.031423,-2.586,48.1461,-0.000824,-0.000027,0.000753,0,1.5535,56.8322,0.029641,22000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206050.4638,54.6169,61.6498,0.008217,0.47334,67.5415,105.2754,0.007685,700,1399,1049,76,6.5,-0.005199,0.013113,-0.004609,-0.005312,-0.001554,-0.002228,-0.003527,-0.004477,-0.006636,robo
-0.000037,0.008048,-0.030252,0.001547,0.000002,0.038299,-5.5235,102.4688,-0.000797,-0.000013,0.00078,0,2.3669,56.8002,0.052765,28900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,207281.6088,49.7001,57.8032,0.007691,3.7693,69.3015,105.2858,0.008048,700,1399,1051,71,8.6,0.004884,0.037863,-0.00899,-0.013825,-0.003617,-0.007047,-0.010811,-0.013782,-0.020231,robo
-0.000041,0.007315,-0.031016,0.001647,0.000003,0.038331,-6.4455,121.733,-0.000852,-0.000018,0.00084,0,2.8764,56.5771,0.058463,29900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204446.4531,48.7017,56.8907,0.011234,5.4064,72.1522,105.2948,0.007315,693,1385,1056,73,7.2,-0.007179,0.062647,-0.013347,-0.016843,-0.004224,-0.008858,-0.01363,-0.017316,-0.025419,robo
0.000049,0.24642,-0.38336,0.013181,0.000174,0.62979,-7.2767,421.2113,-0.001031,0.000034,0.000995,0.004748,369.5041,56.5668,-0.13323,32200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,196879.3885,56.0596,61.0347,0.065056,12.8191,643.5577,105.2925,0.24642,663,1325,1079,86,3,0.19646,-0.26224,0.0871,0.071966,0.011086,0.045444,0.065685,0.082529,0.12203,robo
-0.000061,0.011788,-0.049474,0.001998,0.000004,0.061262,-10.7924,249.387,-0.000893,-0.000003,0.000845,0,4.9034,56.7772,0.09766,25900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204953.2396,44.706,53.3771,0.012552,13.0135,78.5589,105.2856,0.011788,687,1373,1051,81,6.3,0.005841,0.093517,-0.018467,-0.02477,-0.006298,-0.01386,-0.021345,-0.027107,-0.039797,robo
-0.000059,0.013063,-0.04701,0.001951,0.000004,0.060073,-10.4768,239.4277,-0.000846,-0.00003,0.00081,0,3.6666,56.8212,0.086652,31400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205943.0846,44.8094,53.4151,0.011648,12.0748,77.3523,105.2973,0.013063,692,1383,1050,80,5.7,-0.007984,0.070174,-0.01937,-0.020381,-0.005233,-0.010774,-0.016589,-0.02108,-0.030965,robo
-0.000062,0.011753,-0.045829,0.002097,0.000004,0.057582,-9.612,203.699,-0.000919,-0.000032,0.000905,0,4.5279,56.6013,0.089784,32000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203233.829,43.8823,52.6139,0.015597,14.9228,79.8269,105.2886,0.011753,676,1351,1033,84,3.8,-0.032478,0.085745,-0.018785,-0.022395,-0.006185,-0.013372,-0.020363,-0.025835,-0.037984,robo
-0.000063,0.012402,-0.048929,0.002093,0.000004,0.061332,-11.3326,259.0208,-0.000862,-0.000016,0.000857,0,4.8002,56.7326,0.09338,32300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204919.033,43.411,52.0487,0.015015,15.3292,79.9322,105.2813,0.012402,686,1371,1040,81,5.1,0.012478,0.092503,-0.019307,-0.023028,-0.006089,-0.013118,-0.020363,-0.025843,-0.037966,robo
-0.00006,0.011448,-0.049044,0.002068,0.000004,0.060493,-9.4186,206.7189,-0.00091,-0.00005,0.000879,0,5.0038,56.6872,0.094132,26400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203323.2207,45.1838,53.6704,0.015396,11.8848,83.0471,105.2862,0.011448,687,1373,1061,90,3.7,-0.021912,0.089586,-0.016439,-0.025498,-0.00635,-0.013686,-0.021147,-0.026841,-0.039413,robo
-0.000059,0.013603,-0.047343,0.001973,0.000004,0.060945,-10.2773,232.6535,-0.000851,-0.000029,0.000835,0,3.6747,56.728,0.084153,31700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204651.5183,44.6407,53.2747,0.012343,12.8051,77.7962,105.2945,0.013603,686,1371,1046,79,4.9,-0.063876,0.081107,-0.017791,-0.021177,-0.005442,-0.0113,-0.017362,-0.022046,-0.032397,robo
-0.000064,0.012675,-0.047487,0.00208,0.000004,0.060162,-10.6785,236.3443,-0.000925,-0.000026,0.000877,0,4.6352,56.735,0.093755,32200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203599.3309,43.7796,52.4329,0.015045,14.2642,80.0344,105.2838,0.012675,674,1347,1054,88,2.1,-0.012068,0.087352,-0.020975,-0.023842,-0.006417,-0.013568,-0.020851,-0.026539,-0.038941,robo
0.000129,0.3731,-0.38375,0.048495,0.002352,0.75685,-0.27658,44.8889,-0.000918,0.000048,0.000949,0.010005,5041.4396,55.846,-0.23041,11800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,193945.0999,46.7636,51.136,0.60186,150.9936,816.0765,104.9288,0.3731,641,1283,1054,75,5.3,1.2005,0.032034,0.009652,0.034041,0.035745,0.031616,0.053482,0.07234,0.10279,robo
0.000088,0.082712,-0.020314,0.002774,0.000008,0.10303,15.9334,441.0611,-0.000865,0.000039,0.00092,0,10.943,56.8819,-0.14069,34700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,202836.3341,40.5933,49.3827,0.019873,28.3655,97.3391,105.2998,0.082712,691,1383,1056,92,2.2,0.036139,-0.16244,0.03712,0.041223,0.009502,0.023899,0.036661,0.046376,0.06813,robo
0.00006,0.050654,-0.011523,0.002082,0.000004,0.062177,10.5597,240.5594,-0.000856,0.000008,0.000847,0,5.4031,56.7359,-0.089371,27000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204824.1147,44.279,52.9973,0.015773,14.1865,80.7036,105.2899,0.050654,705,1411,1065,80,4.6,0.093542,-0.092167,0.021216,0.025952,0.006724,0.014417,0.022214,0.028205,0.041408,robo
0.000052,0.039652,-0.011609,0.001945,0.000004,0.051261,7.933,159.9381,-0.000847,-0.00001,0.000846,0,4.379,56.6904,-0.07445,32400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204597.6746,45.0477,53.3623,0.01161,11.3216,79.0423,105.2931,0.039652,677,1355,1068,74,6.3,0.032456,-0.077413,0.015041,0.019821,0.004743,0.011297,0.017325,0.021906,0.032227,robo
0.000046,0.039614,-0.010047,0.001761,0.000003,0.049661,8.6326,183.8792,-0.000783,0.000025,0.000809,0,3.4067,56.8641,-0.067413,31900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,206399.4825,47.231,55.7839,0.009782,7.8678,73.5346,105.2975,0.039614,714,1429,1056,81,5.4,0.002761,-0.074883,0.013824,0.019515,0.004918,0.011254,0.017217,0.02185,0.032096,robo
0.000042,0.033206,-0.008035,0.00167,0.000003,0.041241,5.8425,109.2452,-0.000827,0.000016,0.000846,0,3.062,56.9039,-0.06638,30500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205831.9927,48.177,56.1871,0.009037,5.6142,73.8065,105.289,0.033206,686,1373,1051,78,6.4,0.05481,-0.076166,0.015322,0.016855,0.004155,0.00991,0.015119,0.019123,0.028089,robo
0.000038,0.025933,-0.00547,0.001497,0.000002,0.031403,4.1099,70.0488,-0.000846,0.000068,0.000887,0,2.4647,56.7323,-0.062589,25400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205060.1103,51.1262,58.8693,0.00767,2.5961,69.7883,105.2871,0.025933,688,1377,1034,83,4.9,-0.023067,-0.044129,0.011472,0.012759,0.003646,0.007537,0.011436,0.014596,0.02138,robo
0.000038,0.036331,-0.008129,0.001698,0.000003,0.04446,6.0636,121.7501,-0.00084,0.000033,0.000861,0,2.456,56.5818,-0.048636,32100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204363.4957,48.9871,56.899,0.009354,5.2663,76.0425,105.291,0.036331,684,1369,1050,86,3.7,-0.031266,-0.042662,0.008237,0.012502,0.003619,0.006358,0.01,0.012695,0.018644,robo
0.000152,0.20436,-0.21788,0.014239,0.000203,0.42224,0.83393,163.7856,-0.000964,0.000058,0.001072,0,430.7378,55.7791,-0.29828,8080000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,197040.2554,36.558,41.0739,0.12858,98.5516,403.4974,104.917,0.20436,641,1282,1058,92,2,-0.25133,-0.73501,0.22831,0.091113,-0.002491,0.059953,0.083577,0.099634,0.14886,robo
0.000038,0.03303,-0.008193,0.001654,0.000003,0.041223,5.577,105.1378,-0.000867,0.000002,0.000892,0,3.3225,56.2215,-0.057185,25000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203964.4324,48.6935,56.7354,0.012814,5.7164,71.9036,105.2845,0.03303,670,1341,1071,81,7.3,0.11419,-0.060404,0.01325,0.016435,0.00384,0.008861,0.013774,0.017443,0.025624,robo
0.000029,0.026162,-0.007781,0.001554,0.000002,0.033943,2.6935,44.6536,-0.000949,0.000042,0.000934,0,3.0771,56.2654,-0.050753,26900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,202514.0695,51.6428,58.9756,0.012462,2.6282,73.1644,105.2867,0.026162,675,1351,1056,89,2.7,0.014456,-0.053652,0.007844,0.013687,0.002444,0.007633,0.011656,0.014719,0.021658,robo
0.000034,0.030722,-0.009121,0.001642,0.000003,0.039843,3.5396,64.7406,-0.000964,0.000046,0.000967,0,2.4229,56.0836,-0.045216,31400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,201143.091,50.9633,58.5864,0.010958,3.8055,74.5434,105.2961,0.030722,663,1327,1033,90,3,0.055687,-0.028093,0.003803,0.009168,0.002453,0.00446,0.006756,0.00864,0.012685,robo
0.000035,0.03058,-0.008111,0.001682,0.000003,0.038691,4.096,69.5451,-0.000938,-0.000005,0.000914,0,3.1895,56.047,-0.05357,24500000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,202336.2793,49.4053,57.1052,0.01056,4.9349,75.3429,105.2976,0.03058,667,1335,1050,95,0.6,-0.019676,-0.047032,0.011463,0.015599,0.00405,0.008738,0.013467,0.017105,0.025108,robo
0.000029,0.024552,-0.00803,0.001714,0.000003,0.032582,2.4312,36.5487,-0.00101,0.000003,0.000987,0,2.8664,55.9933,-0.037584,29800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,200862.8376,50.7356,58.104,0.011497,3.6701,77.9886,105.2845,0.024552,636,1273,1055,93,1.1,-0.10883,-0.050355,0.005591,0.010446,0.002631,0.006245,0.009594,0.012124,0.017865,robo
0.00003,0.025819,-0.007963,0.001668,0.000003,0.033782,2.9917,47.5673,-0.000923,0.000025,0.000966,0,2.8377,56.3408,-0.040235,27300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,202188.3144,50.7574,58.3009,0.012324,3.7388,76.3722,105.2837,0.025819,653,1307,1053,90,2.1,0.12024,-0.043287,0.006675,0.011081,0.002452,0.006084,0.009428,0.011922,0.017559,robo
0.000023,0.024467,-0.007026,0.001611,0.000003,0.031493,1.8927,30.2789,-0.000938,0.000003,0.00091,0,3.168,56.1465,-0.034143,24300000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,201652.5193,52.8631,59.8264,0.011522,2.0443,75.8889,105.2857,0.024467,665,1331,1061,84,3.7,0.009061,-0.049788,0.012728,0.012028,0.002572,0.006624,0.010196,0.012884,0.018962,robo
0.00016,0.17083,-0.041045,0.004901,0.000024,0.21188,21.8237,732.5308,-0.000997,0.000052,0.001091,0,41.6467,55.9964,-0.28125,11200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,197110.947,39.3451,47.7526,0.034664,54.0727,169.2493,104.9738,0.17083,637,1275,1048,91,1,0.14775,-0.32617,0.074793,0.078291,0.020933,0.047777,0.073525,0.092955,0.13645,robo
0.000086,0.068333,-0.016418,0.002609,0.000007,0.084751,13.7074,332.6494,-0.000902,0.000062,0.00096,0,8.4032,56.3278,-0.13084,30100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,201838.9006,39.8448,48.6066,0.018643,29.2967,88.7355,105.2743,0.068333,659,1319,1062,87,2.8,0.025555,-0.12681,0.03327,0.034617,0.00913,0.019861,0.030436,0.038647,0.056732,robo
0.000065,0.055564,-0.012373,0.002195,0.000005,0.067937,11.6611,273.9603,-0.000878,-0.000001,0.000895,0,5.8555,56.7207,-0.098514,33100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203855.7316,43.5352,52.2087,0.014645,16.4457,84.1301,105.2821,0.055564,691,1383,1074,81,4.8,0.052768,-0.10512,0.018736,0.026686,0.007123,0.015677,0.024083,0.030601,0.044901,robo
0.000055,0.047347,-0.010229,0.002064,0.000004,0.057576,8.4992,181.7238,-0.000973,-0.000009,0.000993,0,5.1167,56.4816,-0.082766,27800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,200983.2068,45.978,54.2772,0.014904,10.3952,85.4452,105.2691,0.047347,661,1323,1068,86,4.6,0.055511,-0.075837,0.014371,0.022968,0.006664,0.012903,0.01987,0.025337,0.037149,robo
0.000058,0.047395,-0.014095,0.002036,0.000004,0.06149,9.8113,215.8474,-0.000898,-0.000004,0.000906,0,3.9304,56.7056,-0.079246,34200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203803.4853,45.0998,53.7588,0.013317,12.7312,80.5118,105.2744,0.047395,685,1371,1054,80,6,-0.022459,-0.068811,0.014256,0.020797,0.005685,0.0112,0.017284,0.022008,0.032311,robo
0.00006,0.048695,-0.01044,0.002097,0.000004,0.059135,10.2807,227.6403,-0.000899,0.000063,0.000929,0,4.7792,56.5866,-0.087636,34000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,202571.3439,43.8158,52.2793,0.013885,14.2585,81.8231,105.2768,0.048695,674,1349,1034,82,5.3,0.075197,-0.090072,0.018813,0.024883,0.006614,0.013765,0.021077,0.026814,0.03934,robo
0.000047,0.043642,-0.010738,0.00185,0.000003,0.05438,8.1187,178.1177,-0.000868,0.00002,0.000929,0,4.4999,56.7734,-0.073672,26000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,204188.0789,46.9248,55.2038,0.012112,8.191,78.0288,105.2773,0.043642,674,1349,1061,69,7.7,0.017748,-0.07735,0.022088,0.021892,0.005084,0.012175,0.018732,0.023733,0.034873,robo
0.000037,0.027475,-0.006562,0.001557,0.000002,0.034036,4.95,87.8624,-0.000842,0.000007,0.000847,0,2.6032,56.521,-0.058521,29800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,205581.0201,50.1006,58.0108,0.010015,3.6917,70.5818,105.2807,0.027475,696,1393,1057,75,5.7,0.10908,-0.049073,0.011406,0.012324,0.003782,0.007676,0.011769,0.015002,0.022003,robo
0.000193,0.21221,-0.051664,0.005668,0.000032,0.26388,25.8169,956.8155,-0.000842,0.000105,0.000996,0,61.9104,56.3278,-0.38361,8310000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,200542.2236,41.8104,50.1175,0.036418,49.3675,214.7159,104.9396,0.21221,650,1301,1038,90,1.3,0.1618,-0.42202,0.088329,0.095392,0.02178,0.059675,0.091707,0.1155,0.1696,robo
0.000067,0.052024,-0.012053,0.002289,0.000005,0.064077,9.9761,216.2738,-0.000939,-0.000031,0.001009,0,5.7499,56.1447,-0.097084,34400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,200390.5614,43.0188,51.6407,0.018513,17.7295,84.79,105.2953,0.052024,637,1275,1057,95,0.3,0.044308,-0.08969,0.018859,0.0241,0.006632,0.013471,0.020823,0.026504,0.038868,robo
0.000073,0.0597,-0.014355,0.00246,0.000006,0.074055,12.3073,286.6,-0.000936,0.000016,0.000979,0,5.9936,56.2161,-0.10072,35700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,201057.8173,41.3612,50.1111,0.02111,23.3015,86.6666,105.3305,0.0597,670,1341,1063,86,4.2,-0.002555,-0.10128,0.024812,0.02871,0.007266,0.01547,0.0239,0.030338,0.044584,robo
0.000073,0.057164,-0.013249,0.002329,0.000005,0.070413,12.878,302.7853,-0.000883,0.000059,0.000919,0,6.1533,56.6111,-0.10594,35000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,203160.3229,41.4642,50.2155,0.017384,21.1819,83.8103,105.2881,0.057164,678,1357,1026,84,3.1,0.056,-0.10862,0.027115,0.029425,0.00753,0.016648,0.025499,0.032386,0.047559,robo
0.000111,0.1305,-0.03295,0.003882,0.000015,0.16345,19.78,637.1106,-0.000952,-0.000007,0.001026,0,6.0738,56.0916,-0.10808,42700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,199914.0004,40.0422,48.4076,0.033374,39.4914,137.9728,105.2958,0.1305,642,1285,1082,95,0.5,0.014372,-0.094768,0.025136,0.030992,0.009639,0.014424,0.022667,0.028949,0.042636,robo
0.000147,0.12838,-0.030568,0.004288,0.000018,0.15895,18.7534,519.2846,-0.000931,0.000029,0.000997,0,24.9121,56.2492,-0.22207,40400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,200941.5958,35.1527,43.6543,0.041203,67.3134,125.1458,105.3002,0.12838,651,1303,1050,95,0.4,0.10738,-0.25018,0.056068,0.066389,0.015678,0.037283,0.057044,0.072222,0.10618,robo
0.000126,0.095685,-0.023741,0.003524,0.000012,0.11943,17.6878,462.9687,-0.000913,0.000075,0.000987,0,14.191,56.4577,-0.18648,32900000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,201802.4631,35.8322,44.4017,0.028147,53.1874,105.7007,105.282,0.095685,656,1313,1047,86,4.6,0.082076,-0.17051,0.045027,0.049753,0.012954,0.0276,0.04242,0.053874,0.079156,robo
0.000121,0.091556,-0.022348,0.003414,0.000012,0.1139,17.6096,464.3588,-0.000846,0.000056,0.000866,0,13.0999,56.679,-0.17866,39100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,202617.3568,36.6385,45.3355,0.027122,48.8177,104.5726,105.2959,0.091556,672,1345,1051,86,2.7,0.086643,-0.17698,0.039642,0.046839,0.011547,0.025851,0.039735,0.050384,0.074028,robo
0.000239,0.24935,-0.35766,0.021228,0.000451,0.60701,-2.9436,120.7348,-0.001021,0.000082,0.001141,0,937.1202,55.8474,-0.40322,16000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,193798.113,48.3993,54.4252,0.15258,61.9244,815.8419,105.0143,0.24935,623,1246,1032,92,0.3,0.084454,-0.71097,0.24886,0.096151,0.031308,0.078065,0.10646,0.13298,0.19571,robo
