@relation 'robocall-oneshot-weka.filters.unsupervised.attribute.Remove-R7,16,18,29,34'

@attribute smean numeric
@attribute smax numeric
@attribute smin numeric	
@attribute sstandard_deviation numeric
@attribute svariance numeric	
@attribute srange numeric
@attribute sCV numeric 
@attribute sskewness numeric	
@attribute skurtosis numeric
@attribute squantile25 numeric
@attribute squantile50 numeric
@attribute squantile75 numeric
@attribute smeanCrossingRate numeric
@attribute sPower numeric
@attribute sEntropy numeric	
@attribute sfrequency_ratio numeric
@attribute irrk numeric
@attribute irrj numeric 
@attribute sharpness numeric
@attribute smoothness numeric
@attribute specCentroid numeric
@attribute specStdDev numeric
@attribute specCrest numeric
@attribute specSkewness numeric
@attribute specKurt numeric
@attribute maxFreq numeric
@attribute maxMgx numeric
@attribute numPeaks numeric
@attribute zeroCrossingRate numeric
@attribute slopeChanges numeric
@attribute numInflectionPoints numeric
@attribute totalPeak numeric
@attribute silentTime numeric
@attribute d1 numeric
@attribute d2 numeric
@attribute d3 numeric
@attribute d4 numeric
@attribute d5 numeric
@attribute d6 numeric
@attribute d7 numeric
@attribute d8 numeric
@attribute d9 numeric
@attribute d10 numeric
@attribute class {robo,human}


@data
4.8583e-05,0.039801,-0.01165,0.0024853,6.1768e-06,0.05145,5115.6541,2.6867,42.3316,-0.0012564,3.1302e-05,0.0012422,0,5.9206,54.4519,0.0019425,-0.086267,33769292.9272,1.494784154295121e+184,229750.2078,52.9191,61.8741,0.02373,18.3385,130.6029,125.2205,0.039801,678,1046,1357,1250,98,0.1,-0.076176,0.062665,-0.14293,0.021265,0.015551,0.0047795,0.016945,0.02091,0.0244,0.03222,robo
6.4895e-05,0.073886,-0.018071,0.003076,9.462e-06,0.091958,4740.0388,6.9813,155.8498,-0.0013275,3.957e-05,0.0013274,0,8.2408,54.6575,0.0014104,-0.08694,780806.3086,1.420824278867793e+184,227871.1001,50.1691,59.9958,0.024062,32.6828,148.0562,125.2206,0.073886,680,1076,1361,1250,97,0.1,0.079035,-0.082623,-0.027785,0.018579,0.020981,0.0066053,0.025915,0.030977,0.034107,0.043395,robo
0.00012725,0.1573,-0.033564,0.0048815,2.3829e-05,0.19087,3836.2544,15.8512,472.5337,-0.0015139,-4.4127e-06,0.0014734,0.00039936,13.8648,54.1763,0.0012469,-0.15872,5973887.5574,1.675961578871544e+184,222512.5066,45.0312,55.3627,0.043969,78.9356,199.5232,125.2206,0.1573,658,1036,1317,1247,99,0.1,-0.024536,0.041508,0.10064,0.038032,0.038097,0.011982,0.048073,0.056543,0.061007,0.075751,robo
5.1996e-05,0.055684,-0.012355,0.0026779,7.1711e-06,0.068039,5150.2329,5.8656,112.3683,-0.0010495,1.1979e-05,0.0010681,0,7.2059,56.0602,0.001042,-0.069972,7437892.2785,1.260558277071562e+184,234435.6173,56.0743,66.1714,0.013524,15.2321,145.8399,125.2102,0.055684,760,1252,1521,1256,96,0.1,-0.067775,0.015371,-0.036882,0.032088,0.022382,0.0076183,0.025014,0.03131,0.036318,0.048434,robo
8.0133e-05,0.10921,-0.019748,0.0041399,1.7139e-05,0.12896,5166.3076,8.4165,208.298,-0.0016715,-4.6017e-06,0.0017333,0,13.9621,54.2715,0.0016204,-0.090392,6188596.8219,1.419602245177391e+184,218781.1827,52.7488,62.7443,0.036415,34.6114,208.44,125.2253,0.10921,696,1112,1393,1240,99,0.1,-0.018491,-0.062044,0.012937,0.02621,0.025399,0.0091772,0.032654,0.037833,0.042007,0.052294,robo
0.00012393,0.12863,-0.035584,0.0046926,2.202e-05,0.16421,3786.3678,12.0643,296.7081,-0.0012459,-8.7762e-06,0.0013946,0.0003992,23.4251,54.8695,0.0015862,-0.17671,742850.2138,1.89738213154223e+184,225836.0668,45.3774,56.4325,0.04298,80.0092,185.1949,125.2173,0.12863,695,1092,1391,1266,98,0.1,-0.024366,-0.006507,-0.0042392,0.061656,0.052919,0.022946,0.061372,0.075675,0.089578,0.11987,robo
0.0001054,0.12785,-0.030585,0.0043412,1.8846e-05,0.15843,4118.5854,13.181,350.5465,-0.0013366,4.1282e-07,0.0013285,0.0003992,30.047,55.458,0.0011429,-0.17939,40240100.6657,1.642467979087159e+184,226914.4504,48.7214,59.6749,0.031929,56.5274,191.2086,125.2159,0.12785,743,1196,1487,1245,97,10,0.19497,0.15808,-0.05184,0.071047,0.063428,0.021046,0.059621,0.079936,0.097257,0.13613,robo
0.00011059,0.11232,-0.028028,0.0039691,1.5754e-05,0.14035,3588.933,12.7042,325.0427,-0.0012519,3.1103e-05,0.0013344,0,13.1961,55.698,0.0016598,-0.16737,1821984.4204,1.577330793073771e+184,227707.0454,48.164,59.1792,0.037704,53.7974,170.5588,125.2179,0.11232,744,1188,1489,1275,98,0.1,-0.034772,0.18985,-0.20784,0.034334,0.035697,0.011629,0.041932,0.050887,0.057566,0.074053,robo
0.00010264,0.11505,-0.025305,0.0041803,1.7475e-05,0.14035,4072.8772,12.378,303.5115,-0.0011692,-4.4543e-05,0.0012147,0,23.5929,55.1407,0.0013614,-0.16301,13800749.0536,1.744738978229556e+184,229634.4591,49.0205,60.4074,0.028271,58.3624,180.7617,125.2189,0.11505,729,1166,1459,1288,98,0.1,-0.15834,0.023784,0.025638,0.070413,0.058463,0.018046,0.054857,0.071999,0.087005,0.12014,robo
7.5163e-05,0.091551,-0.023074,0.0037691,1.4206e-05,0.11462,5014.5522,7.8712,174.7094,-0.0013376,-2.3015e-05,0.0013667,0,18.5851,54.3164,0.0016993,-0.12077,2403782.9907,1.298301231715043e+184,225899.4629,50.9189,60.9555,0.028251,37.8053,181.9558,125.2172,0.091551,703,1116,1407,1258,98,0.1,0.01916,0.13026,-0.1861,0.052092,0.046034,0.012253,0.040341,0.053538,0.064771,0.089737,robo
8.4712e-05,0.093978,-0.020817,0.0032924,1.084e-05,0.11479,3886.5636,12.0688,313.9497,-0.0011491,1.9009e-05,0.0012189,0,9.6712,55.5307,0.0014495,-0.11729,497208686.2995,1.48775164633132e+184,230569.6205,48.0996,58.6888,0.030023,45.2213,146.6418,125.2209,0.093978,718,1156,1437,1229,97,0.1,-0.0021209,0.038051,0.02129,0.025912,0.027004,0.0070346,0.030804,0.037006,0.040839,0.051764,robo
6.2386e-05,0.093987,-0.02207,0.0032018,1.0251e-05,0.11606,5132.1606,11.0065,315.5889,-0.0013397,2.1065e-05,0.0013463,0,17.5977,55.0421,0.0013607,-0.14664,21903003.8327,1.194868826131536e+184,227804.1153,53.7299,63.0528,0.021347,22.3261,172.2544,125.2213,0.093987,691,1112,1382,1285,98,0.1,0.057424,0.071991,-0.26512,0.047974,0.046394,0.013746,0.037045,0.052801,0.066631,0.096826,robo
1.3013e-05,0.011396,-0.026087,0.0026533,7.0402e-06,0.037483,20389.7497,-0.46214,8.7043,-0.0013356,1.3013e-05,0.0013766,0,10.0002,54.4921,0.0018475,-0.078361,8729908.9925,1.027944811582108e+184,226295.2884,62.0759,68.6965,0.022617,8.8512,157.9341,125.2211,0.011396,672,1081,1344,1222,98,0.1,0.039959,0.0624,0.11185,-0.0026444,0.0041017,0.0014102,0.00092994,0.0031133,0.0059595,0.010883,robo
2.9365e-05,0.054714,-0.026068,0.0027726,7.6874e-06,0.080782,9441.8404,3.3804,74.9501,-0.0011942,6.3348e-06,0.0012188,0,5.7006,54.6742,0.0017424,-0.023849,11755256.8812,1.39376771015829e+184,230992.6525,60.5224,68.2707,0.022366,10.0856,162.8499,125.2191,0.054714,691,1125,1382,1274,99,0.1,0.018708,-0.0046464,0.083086,-0.010657,-0.013097,-0.0036323,-0.0019143,-0.0083666,-0.014391,-0.026272,robo
